,id,tags,lonlat,amenity_name,shop,healthcare
66,284367726,"{'name': 'Boots', 'amenity': 'pharmacy'}","(-2.8747330000000013, 56.46725410000003)",pharmacy,,
67,284372472,"{'name': 'McPherson Pharmacy', 'amenity': 'pharmacy', 'created_by': 'Potlatch 0.10b'}","(-2.8726398000000013, 56.46753320000003)",pharmacy,,
68,284474952,"{'fee': 'yes', 'amenity': 'toilets'}","(-2.8735102, 56.46768400000005)",toilets,,
69,285896845,"{'name': 'Panmurefield Pharmacy', 'amenity': 'pharmacy', 'created_by': 'Potlatch 0.10b'}","(-2.8529549999999975, 56.48363000000007)",pharmacy,,
70,287596939,{'amenity': 'toilets'},"(-3.7861852000000007, 56.25736850000019)",toilets,,
71,288596118,"{'name': 'Carden Medical Centre', 'amenity': 'doctors', 'website': 'www.cardenmedical.com', 'healthcare': 'centre'}","(-2.1159135000000058, 57.14581419999993)",doctors,,centre
72,289355906,{'amenity': 'toilets'},"(-3.2274136000000007, 55.85475369999997)",toilets,,
73,289658523,"{'name': 'Bargeddie Pharmacy', 'is_in': 'Bargeddie, North Lanarkshire, Scotland, UK', 'amenity': 'pharmacy', 'postal_code': 'G69'}","(-4.078731799999998, 55.85336069999996)",pharmacy,,
74,289775460,"{'fee': 'no', 'source': 'survey', 'amenity': 'toilets'}","(-4.618889899999999, 56.3925008)",toilets,,
75,290168373,"{'source': 'survey', 'amenity': 'toilets'}","(-4.040210999999998, 55.800163199999965)",toilets,,
76,290817956,"{'amenity': 'toilets', 'created_by': 'Potlatch 0.10b'}","(-5.703202500000019, 54.75630309999997)",toilets,,
77,294323180,{'amenity': 'toilets'},"(-4.168101899999979, 57.56720609999983)",toilets,,
78,295324992,{'amenity': 'toilets'},"(-3.7551472999999995, 55.6675425)",toilets,,
79,297330334,"{'fee': 'yes', 'source': 'survey', 'amenity': 'toilets', 'wheelchair': 'yes', 'opening_hours': '24/7'}","(-4.028436400000013, 55.862388300000006)",toilets,,
80,300023515,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'drive_through': 'no', 'healthcare': 'pharmacy', 'name': 'Omnicare'}","(-3.2967139000000247, 55.953352799999905)",pharmacy,,pharmacy
81,300530686,"{'addr:city': 'Glasgow', 'addr:housenumber': '2354', 'addr:postcode': 'G14 0JX', 'addr:street': 'Dumbarton Road', 'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Thistle Pharmacy'}","(-4.37742550000003, 55.88779579999999)",pharmacy,,pharmacy
82,301235027,"{'addr:city': 'Edinburgh', 'addr:housenumber': '10', 'addr:postcode': 'EH12 8XP', 'addr:street': 'Bughtlin Market', 'amenity': 'doctors', 'healthcare': 'centre', 'name': 'East Craigs Medical Centre', 'website': 'http://www.eastcraigsgp.org.uk'}","(-3.303702500000001, 55.950681099999976)",doctors,,centre
83,301235029,"{'addr:city': 'Edinburgh', 'addr:housenumber': '9', 'addr:postcode': 'EH12 8XP', 'addr:street': 'Bughtlin Market', 'amenity': 'dentist', 'name': 'East Craigs Dental Practice', 'website': 'http://eastcraigsdentist.com/'}","(-3.303771300000001, 55.950808799999976)",dentist,,
84,303632616,"{'fee': 'no', 'source': 'survey', 'amenity': 'toilets', 'wheelchair': 'yes'}","(-4.072566600000009, 55.873644899999825)",toilets,,
85,304577837,"{'source': 'survey', 'amenity': 'toilets'}","(-3.5432617000000035, 56.98986039999983)",toilets,,
86,304621586,"{'source': 'survey', 'amenity': 'pharmacy'}","(-3.401457500000001, 57.00597569999969)",pharmacy,,
87,305503164,"{'name': 'Bellevue Medical Centre', 'source': 'survey', 'amenity': 'doctors', 'addr:street': 'Huntingdon Place', 'addr:housenumber': '26'}","(-3.1834192000000057, 55.96064049999989)",doctors,,
88,305924456,"{'source': 'survey', 'amenity': 'toilets', 'wheelchair': 'yes', 'opening_hours': '08:30-18:00'}","(-4.712063000000007, 56.43882189999991)",toilets,,
89,305924510,"{'source': 'survey', 'amenity': 'toilets', 'wheelchair': 'yes', 'opening_hours': '24/7'}","(-4.712773900000006, 56.438287799999905)",toilets,,
90,307528030,"{'fee': 'no', 'source': 'survey', 'amenity': 'toilets', 'wheelchair': 'yes'}","(-4.0318942000000115, 55.865480999999704)",toilets,,
91,309012647,{'amenity': 'toilets'},"(-4.2655999999999885, 55.213582499999674)",toilets,,
92,309672159,"{'fee': 'no', 'source': 'survey', 'amenity': 'toilets', 'wheelchair': 'yes'}","(-4.061956799999979, 55.84747879999969)",toilets,,
93,311775484,"{'fee': 'no', 'amenity': 'toilets', 'wheelchair': 'yes'}","(-4.014549799999987, 55.76214409999992)",toilets,,
94,312542810,{'amenity': 'toilets'},"(-3.871806399999987, 56.620361199998)",toilets,,
95,312744099,{'amenity': 'toilets'},"(-6.107394199999987, 55.014030899998)",toilets,,
96,312859878,"{'addr:housenumber': '55A-57A', 'addr:street': 'Mayfield Road', 'alt_name': 'Well', 'amenity': 'pharmacy', 'name': 'Well Pharmacy', 'opening_hours': 'Mo-Fr 09:00-17:30; Sa 09:30-12:30', 'operator': 'Bestway Panacea Holdings Ltd', 'phone': '+44 131 667 1992', 'source': 'survey', 'website': 'https://www.well.co.uk/'}","(-3.176030799999988, 55.93051169999802)",pharmacy,,
97,313048248,"{'name': 'Smith', 'amenity': 'pharmacy', 'dispensing': 'yes'}","(-3.1357445999999873, 55.93266239999801)",pharmacy,,
98,314715133,"{'addr:city': 'Edinburgh', 'addr:housenumber': '163', 'addr:postcode': 'EH6 5LG', 'addr:street': 'Great Junction Street', 'amenity': 'dentist', 'healthcare': 'dentist', 'name': 'Great Junction Dental Practice', 'phone': '+44 131 554 8589', 'source': 'survey', 'website': 'https://greatjunctiondental.com/'}","(-3.1762929999999985, 55.973098800000024)",dentist,,dentist
99,315516159,{'amenity': 'pharmacy'},"(-3.1401128999999974, 55.91337980000009)",pharmacy,,
100,319098071,{'amenity': 'dentist'},"(-3.8132932000000053, 56.0029347)",dentist,,
101,319493862,"{'fee': 'no', 'source': 'survey', 'amenity': 'toilets', 'wheelchair': 'yes'}","(-4.034349600000004, 55.78720570000004)",toilets,,
102,320904951,{'amenity': 'clinic'},"(-4.45922519999999, 55.82907870000024)",clinic,,
103,321605686,{'amenity': 'toilets'},"(-3.1040997999999824, 55.936132800000244)",toilets,,
104,323170281,"{'amenity': 'toilets', 'source': 'survey', 'wheelchair': 'yes'}","(-3.822192600000006, 55.58304549999989)",toilets,,
105,324160494,"{'amenity': 'toilets', 'wheelchair': 'yes'}","(-1.1548348000000082, 60.15803219999987)",toilets,,
106,324160507,"{'amenity': 'pharmacy', 'brand': 'Numark', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Freefield Pharmacy'}","(-1.1516519000000083, 60.15691219999988)",pharmacy,,pharmacy
107,330680527,{'amenity': 'doctors'},"(-1.278244399999998, 60.14124249999996)",doctors,,
108,331201960,{'amenity': 'toilets'},"(-4.321071499999997, 56.4630682999999)",toilets,,
109,331440916,{'amenity': 'toilets'},"(-4.314862100000001, 56.4700565)",toilets,,
110,332606576,"{'name': 'Gordons', 'amenity': 'pharmacy', 'opening_hours': 'Mo-Sa 09:00-17:30'}","(-3.1558476000000013, 55.902093099999966)",pharmacy,,
111,333123691,"{'name': 'Righ Medicine', 'amenity': 'pharmacy', 'dispensing': 'yes'}","(-3.1066569, 55.91273989999994)",pharmacy,,
112,333726746,{'amenity': 'toilets'},"(-3.898039399999999, 55.724083099999966)",toilets,,
113,333726747,"{'amenity': 'toilets', 'created_by': 'Potlatch 0.10f'}","(-3.902351999999999, 55.72650999999997)",toilets,,
114,333726765,{'amenity': 'toilets'},"(-3.899831099999999, 55.725430499999966)",toilets,,
115,335693327,"{'amenity': 'pharmacy', 'created_by': 'Potlatch 0.10f', 'dispensing': 'yes'}","(-4.143586699999992, 55.93973399999999)",pharmacy,,
116,338772659,"{'amenity': 'toilets', 'addr:street': 'Carlisle Road', 'opening_hours': 'not 24hrs or winter'}","(-3.6509047000000083, 55.46665279999996)",toilets,,
117,339166738,"{'amenity': 'doctors', 'healthcare': 'centre', 'name': 'Lockerbie Health Centre'}","(-3.3573102000000032, 55.12213160000003)",doctors,,centre
118,340425444,"{'amenity': 'toilets', 'created_by': 'Potlatch 0.10f'}","(-3.7597643000000067, 55.417446100000184)",toilets,,
119,344317892,"{'addr:city': 'Glasgow', 'addr:country': 'GB', 'addr:housenumber': '2452', 'amenity': 'doctors', 'healthcare': 'doctor', 'phone': '+44 141 959 1520'}","(-4.381359799999994, 55.889557200000354)",doctors,,doctor
120,348042045,{'amenity': 'toilets'},"(-3.0809031000000036, 55.94002560000002)",toilets,,
121,354402384,{'amenity': 'toilets'},"(-3.2774741999999906, 55.971058899999925)",toilets,,
122,355664557,{'amenity': 'pharmacy'},"(-3.0495021999999885, 55.86770369999987)",pharmacy,,
123,356625246,"{'amenity': 'toilets', 'created_by': 'Potlatch 0.10f'}","(-2.0416935999999906, 57.36721830000003)",toilets,,
124,356725480,"{'name': 'Schoolhill Dental Practise', 'amenity': 'dentist', 'created_by': 'Potlatch 0.10f'}","(-2.070518099999989, 57.366425300000024)",dentist,,
125,356726053,"{'amenity': 'doctors', 'name': 'Ellon Medical Practice'}","(-2.070174799999989, 57.36656420000003)",doctors,,
126,357632558,"{'access': 'yes', 'amenity': 'toilets', 'amenity_1': 'shower', 'charge': '20p', 'fee': 'yes', 'name': 'Kyle of Lochalsh Community Toilets', 'operator': 'Kyle of Lochalsh Development Trust', 'source': 'survey', 'toilets:disposal': 'flush', 'website': 'https://www.lochalsh.uk/projects/services/public-toilets/', 'wheelchair': 'yes'}","(-5.715798600000004, 57.2805223000001)",toilets,,
127,360335593,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'name': 'Ratho Pharmacy', 'opening_hours': 'Mo-Fr 09:00-12:30, 14:00-17:30; Sa 09:00-12:30', 'source': 'survey'}","(-3.381974600000003, 55.92162389999996)",pharmacy,,
128,364713592,{'amenity': 'toilets'},"(-2.221532200000026, 57.40191539999988)",toilets,,
129,365287355,"{'amenity': 'toilets', 'disabled': 'yes', 'opening_hours': 'Mo-Sa 09:00-17:00'}","(-3.051490000000043, 55.943114999999764)",toilets,,
130,365851728,"{'amenity': 'pharmacy', 'dispensing': 'yes'}","(-3.970949900000051, 55.95061049999983)",pharmacy,,
131,369286619,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy'}","(-4.2717835000000015, 55.80876189999996)",pharmacy,,pharmacy
132,370084353,{'amenity': 'pharmacy'},"(-3.176210299999987, 55.857170399999866)",pharmacy,,
133,370096930,"{'amenity': 'doctors', 'name': 'Roslin Medical Practice'}","(-3.1763521999999886, 55.856947899999874)",doctors,,
134,370131116,"{'fee': 'no', 'amenity': 'toilets'}","(-2.7809785999999903, 56.04534569999989)",toilets,,
135,370888224,"{'amenity': 'toilets', 'created_by': 'Potlatch 0.10f'}","(-4.289136299999998, 55.860926799999866)",toilets,,
136,371206875,{'amenity': 'toilets'},"(-2.072897099999992, 57.36401099999993)",toilets,,
137,374218909,{'amenity': 'toilets'},"(-5.100134200000017, 58.49080310000012)",toilets,,
138,374339713,"{'name': 'Romanes', 'amenity': 'pharmacy', 'dispensing': 'yes'}","(-2.343052500000021, 55.77771450000007)",pharmacy,,
139,374339803,"{'name': 'Coldstream Pharmacy', 'amenity': 'pharmacy', 'dispensing': 'yes', 'addr:street': 'High Street', 'addr:postcode': 'TD12 4DL', 'addr:housenumber': '45'}","(-2.252310600000021, 55.65141930000007)",pharmacy,,
140,376297470,"{'amenity': 'toilets', 'created_by': 'Potlatch 0.10f'}","(-3.4114992000000197, 55.61595939999999)",toilets,,
141,376771145,"{'access': 'public', 'amenity': 'toilets', 'tourism': 'information', 'information': 'office'}","(-5.51347790000002, 57.274759500000044)",toilets,,
142,377125327,"{'source': 'survey', 'amenity': 'toilets', 'opening_hours': '09:00-17:00'}","(-4.708435400000015, 56.2515642)",toilets,,
143,378162683,"{'amenity': 'toilets', 'fee': 'no', 'wheelchair': 'yes'}","(-3.700021900000012, 57.1671916)",toilets,,
144,380583189,"{'source': 'GPS Survey', 'amenity': 'toilets'}","(-3.337826699999993, 57.005554999999866)",toilets,,
145,385904294,"{'source': 'survey', 'amenity': 'toilets'}","(-4.021852800000013, 55.78540200000008)",toilets,,
146,386059519,"{'addr:city': 'Edinburgh', 'addr:housenumber': '2', 'addr:postcode': 'EH9 1AG', 'addr:street': 'Beaufort Road', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'rightmedicine', 'opening_hours': 'Mo-Fr 09:00-18:00; Sa 09:00-13:00', 'phone': '+44 131 447 9610', 'source': 'survey', 'website': 'http://www.rightmedicinepharmacy.co.uk/'}","(-3.1933290000000163, 55.935034300000105)",pharmacy,,pharmacy
147,386059799,"{'addr:city': 'Edinburgh', 'addr:housenumber': '1', 'addr:postcode': 'EH9 1AG', 'addr:street': 'Beaufort Road', 'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Grange Medical Group', 'opening_hours': 'Mo-Fr 08:00-12:00, 14:30-17:50', 'phone': '+44 131 447 1646', 'source': 'survey', 'website': 'https://grangemedicalgroup.com/'}","(-3.1930513000000165, 55.935175900000104)",doctors,,doctor
148,386061507,"{'addr:city': 'Edinburgh', 'addr:housenumber': '26', 'addr:postcode': 'EH9 1HZ', 'addr:street': 'Marchmont Road', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Marchmont Pharmacy', 'opening_hours': 'Mo-Fr 08:30-17:30; Sa 09:30-15:30', 'phone': '+44 131 228 6677', 'source': 'survey', 'website': 'http://marchmontpharmacy.co.uk/'}","(-3.1951869000000164, 55.93855460000011)",pharmacy,,pharmacy
149,386061572,"{'addr:city': 'Edinburgh', 'addr:housenumber': '142', 'addr:postcode': 'EH9 1AQ', 'addr:street': 'Marchmont Road', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'W. King & Son', 'opening_hours': 'Mo-Fr 09:00-18:00; Sa 09:00-13:00', 'source': 'survey'}","(-3.1943894000000164, 55.93505710000011)",pharmacy,,pharmacy
150,388091622,"{'addr:city': 'Glasgow', 'addr:housenumber': '568', 'addr:postcode': 'G31 3BP', 'addr:street': 'Alexandra Parade', 'amenity': 'doctors', 'name': 'Meadowpark Street Surgery', 'operator': 'NHS'}","(-4.214864800000019, 55.86324659999999)",doctors,,
151,388314971,"{'access': 'yes', 'amenity': 'toilets', 'fee': 'no', 'source': 'survey', 'toilets:disposal': 'flush'}","(-5.0725481000000245, 57.57931969999988)",toilets,,
152,388339474,"{'fee': 'no', 'source': 'survey', 'amenity': 'toilets'}","(-4.607164600000024, 57.58990789999988)",toilets,,
153,390383721,{'amenity': 'toilets'},"(-3.711516900000011, 56.009278200000146)",toilets,,
154,392921501,"{'amenity': 'toilets', 'wheelchair': 'yes'}","(-4.0317785, 55.867470499999826)",toilets,,
155,393358161,"{'name': 'Dunscore Surgery', 'amenity': 'doctors'}","(-3.7774766000000026, 55.140315799999826)",doctors,,
156,398805027,"{'amenity': 'toilets', 'fee': 'yes', 'source': 'survey'}","(-6.354714900000002, 57.30280460000009)",toilets,,
157,410186120,"{'name': 'Ferguson Medical Centre', 'source': 'photo', 'amenity': 'doctors', 'opening_hours': 'Mo,Th,Fr 09:00-13:00,14:00-17:00; Tu 09:00-13:00,14:00-18:30; We 09:00-13:00'}","(-5.503563899999988, 57.395872199999815)",doctors,,
158,410202961,"{'amenity': 'dentist', 'addr:housename': 'Willowside'}","(-5.495003199999989, 57.3993620999998)",dentist,,
159,410202977,{'amenity': 'dentist'},"(-5.490727399999987, 57.4005227999998)",dentist,,
160,410864830,{'amenity': 'toilets'},"(-4.641347399999989, 56.14938419999977)",toilets,,
161,412318853,{'amenity': 'toilets'},"(-3.9596599999999995, 54.933892000000036)",toilets,,
162,412463826,{'amenity': 'toilets'},"(-3.060899399999999, 55.90146540000006)",toilets,,
163,415363546,"{'amenity': 'toilets', 'wheelchair': 'yes'}","(-3.9449465000000155, 55.93727880000022)",toilets,,
164,417687198,{'amenity': 'toilets'},"(-2.7767926000000123, 56.062270400000024)",toilets,,
165,420432089,{'amenity': 'toilets'},"(-1.2901650000000087, 59.870650200000036)",toilets,,
166,420432104,{'amenity': 'toilets'},"(-1.2776806000000085, 59.874192400000034)",toilets,,
167,420447086,{'amenity': 'toilets'},"(-1.3232501000000092, 60.10226639999999)",toilets,,
168,420454891,"{'amenity': 'toilets', 'wheelchair': 'limited'}","(-1.2548446000000097, 60.35046039999998)",toilets,,
169,420454892,"{'amenity': 'toilets', 'disused:amenity': 'toilets', 'note': 'Sign outside says. toilets closed. nearest toilets in voe'}","(-1.3486810000000098, 60.39043529999998)",toilets,,
