,id,tags,lonlat,amenity_name,shop,healthcare
23,287701678,"{'addr:city': 'Kajang', 'addr:street': 'Jalan Tun Abdul Aziz', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Medishop Pharmacy'}","(101.79101190000017, 2.9916280000000013)",pharmacy,,pharmacy
24,295130270,"{'amenity': 'clinic', 'name': 'Klinik Baharudin', 'opening_hours': '24/7'}","(101.52723899999994, 3.0473734)",clinic,,
25,299415475,"{'amenity': 'clinic', 'is_in': 'Seksyen 15, Shah Alam, Selangor, Malaysia', 'name': 'Poliklinik Lourdes', 'opening_hours': '24/7'}","(101.53924949999976, 3.064358899999999)",clinic,,
26,299415528,"{'amenity': 'clinic', 'is_in': 'Seksyen 15, Shah Alam, Selangor, Malaysia', 'name': 'Klinik Bandaran', 'opening_hours': '24/7'}","(101.53842919999975, 3.064143899999999)",clinic,,
27,299415575,"{'name': 'Poliklinik Lourdes', 'is_in': 'Subang Square Industrial Park, Subang Jaya, Selangor, Malaysia', 'amenity': 'clinic'}","(101.56169759999976, 3.067247399999999)",clinic,,
28,299422088,"{'name': 'Poliklinik Seri Permai', 'is_in': 'Taman Berlian, Batu Tiga, Shah Alam, Selangor, Malaysia', 'amenity': 'clinic'}","(101.56191269999975, 3.074292799999998)",clinic,,
29,300833728,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'is_in': 'SEA Park, Petaling Jaya, Selangor, Malaysia', 'name': 'Caring'}","(101.6220443999997, 3.1096897999999933)",pharmacy,,pharmacy
30,300833849,"{'amenity': 'pharmacy', 'brand': 'Guardian', 'brand:wikidata': 'Q63371124', 'brand:wikipedia': 'ms:Guardian Malaysia', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'is_in': 'SEA Park, Petaling Jaya, Selangor, Malaysia', 'name': 'Guardian'}","(101.6217814999997, 3.1098986999999934)",pharmacy,,pharmacy
31,300833988,"{'amenity': 'pharmacy', 'brand': 'Watsons', 'brand:wikidata': 'Q7974785', 'brand:wikipedia': 'en:Watsons', 'healthcare': 'pharmacy', 'is_in': 'SEA Park, Petaling Jaya, Selangor, Malaysia', 'name': 'Watsons'}","(101.6227019999997, 3.109394099999993)",pharmacy,,pharmacy
32,302537162,"{'name': 'Klinik Kesihatan Bukit Gambir', 'is_in': 'Bukit Gambir', 'amenity': 'hospital'}","(102.6548655999998, 2.212800300000002)",hospital,,
33,302537246,"{'name': 'Klinik Keluarga', 'is_in': 'Bukit Gambir', 'amenity': 'hospital'}","(102.6506048999998, 2.2099599000000016)",hospital,,
34,302537260,"{'name': 'Klinik Malaya', 'is_in': 'Bukit Gambir', 'amenity': 'hospital'}","(102.6535968999998, 2.2107739000000017)",hospital,,
35,302537261,"{'name': 'Klinik Wee', 'is_in': 'Bukit Gambir', 'amenity': 'hospital'}","(102.6528301999998, 2.211492900000002)",hospital,,
36,302537262,"{'name': 'Klinik Elizabeth', 'is_in': 'Bukit Gambir', 'amenity': 'hospital'}","(102.6631906999998, 2.2183764000000017)",hospital,,
37,303182662,"{'name': 'Klinik Kesihatan', 'is_in': 'Bukit Serampang', 'amenity': 'hospital'}","(102.78395089999961, 2.3631389000000045)",hospital,,
38,304665370,"{'amenity': 'pharmacy', 'name': 'Guardian'}","(102.82332069999939, 2.5046206000000106)",pharmacy,,
39,305358682,"{'name': 'Poliklinik Umra', 'is_in': 'Seksyen 13, Shah Alam, Selangor, Malaysia', 'amenity': 'clinic', 'name:en': 'Umra Polyclinic', 'opening_hours': '24/7'}","(101.53987319999935, 3.0828822000000136)",clinic,,
40,305358701,"{'name': 'Klinik Mesra', 'is_in': 'Seksyen 13, Shah Alam, Selangor, Malaysia', 'amenity': 'clinic'}","(101.53992629999935, 3.0830990000000136)",clinic,,
41,305480541,{'amenity': 'toilets'},"(101.70306200000017, 3.177295800000006)",toilets,,
42,305480546,{'amenity': 'toilets'},"(101.71007130000018, 3.176741000000006)",toilets,,
43,309478606,"{'name': 'Farmasi Sihat', 'amenity': 'pharmacy'}","(102.77100830000002, 2.1490060000000035)",pharmacy,,
44,309505230,"{'name': 'Klinik Ho', 'is_in': 'Taman Sri Takdir, Pagoh, Muar, Johor, Malaysia', 'amenity': 'doctors'}","(102.77285860000003, 2.1516276000000207)",doctors,,
45,312108493,"{'addr:housenumber': '202-A', 'addr:street': 'Jalan Pahang', 'amenity': 'hospital', 'name': 'Hospital Tawakal', 'phone': '+603-4023 3599', 'postal_code': '53000'}","(101.6997922999995, 3.1772106999999874)",hospital,,
46,313042199,"{'addr:city': 'Kajang', 'addr:street': 'Jalan Raja Haroun', 'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Hospital Pusrawi SMC', 'opening_hours': '24/7'}","(101.7913129999992, 2.992227999999983)",clinic,,clinic
47,316257143,"{'is_in': 'Morib, Banting, Selangor, Malaysia', 'amenity': 'toilets'}","(101.44184779999992, 2.7531721000000005)",toilets,,
48,318168208,"{'name': 'Klinik Ladang Lanadron', 'amenity': 'doctors'}","(102.7182331999999, 2.1736523000000054)",doctors,,
49,318401088,{'amenity': 'toilets'},"(101.70622429999992, 3.181046)",toilets,,
50,319829990,{'amenity': 'toilets'},"(103.73180119999999, 1.3382401999999975)",toilets,,
51,333695233,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Hospital Pakar Sultanah Fatimah'}","(102.57453829999997, 2.057264299999992)",hospital,,hospital
52,338440048,"{'is_in': 'Pantai Remis, Sg Sembilang, Jeram, Kuala Selangor, Selangor', 'amenity': 'toilets'}","(101.30578560000006, 3.201880499999992)",toilets,,
53,338440050,"{'amenity': 'toilets', 'is_in': 'Pantai Remis, Sg Sembilang, Jeram, Kuala Selangor, Selangor', 'name': 'Toilette and Shower'}","(101.30606980000006, 3.201475999999992)",toilets,,
54,338440058,"{'is_in': 'Pantai Jeram, Kuala Selangor, Selangor, Malaysia', 'amenity': 'toilets'}","(101.30525130000007, 3.225743499999992)",toilets,,
55,338742056,"{'name': 'Klinik Desa Serom 3', 'amenity': 'doctors'}","(102.58604780000012, 2.1626308999999897)",doctors,,
56,338987734,"{'name': 'Klinik Desa Parit Jawa', 'amenity': 'doctors'}","(102.64219070000006, 1.9610204999999936)",doctors,,
57,340024141,"{'is_in': 'Gunung Ledang Resort, Tangkak, Johor', 'amenity': 'toilets'}","(102.63569830000006, 2.346899499999994)",toilets,,
58,341292181,"{'name': 'Klinik Desa Separap', 'amenity': 'doctors'}","(102.8673381000001, 1.9099432999999952)",doctors,,
59,346206065,"{'addr:street': 'Jalan SS12/1B', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'is_in': 'SS12, Subang Jaya, Selangor, Malaysia', 'name': 'MedSense Farmasi'}","(101.59487000000028, 3.0787915000000163)",pharmacy,,pharmacy
60,348313849,"{'name': 'Hospital Darul Ehsan', 'is_in': 'Seksyen 9, Shah Alam, Selangor, Malaysia', 'amenity': 'hospital'}","(101.52249460000027, 3.0844610000000134)",hospital,,
61,358494774,{'amenity': 'toilets'},"(102.14861229999987, 2.2285193999999957)",toilets,,
62,373433340,"{'name': 'Klinik Desa', 'is_in': 'Kampung Raja, Pagoh, Muar, Johor, Malaysia', 'amenity': 'doctors'}","(102.75659949999991, 2.1689123000000152)",doctors,,
63,390359428,{'amenity': 'toilets'},"(102.81562490000036, 2.5048583000000146)",toilets,,
64,395060673,{'amenity': 'toilets'},"(103.77695249999996, 1.348265000000003)",toilets,,
65,403751194,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'is_in': 'Bandar Seri Putra, Bangi, Selangor, Malaysia', 'name': 'Farmasi Norina', 'name:en': 'Norina Pharmacy'}","(101.7901962000001, 2.8850784000000034)",pharmacy,,pharmacy
66,417965541,{'amenity': 'toilets'},"(101.8561827999996, 2.447968900000007)",toilets,,
67,417965570,"{'addr:city': 'Port Dickson', 'amenity': 'doctors', 'is_in': 'Teluk Kemang, Port Dickson, Negeri Sembilan, Malaysia', 'name': 'Klinik Desa Teluk Kemang'}","(101.8572623999996, 2.455166500000008)",doctors,,
68,417965592,"{'addr:city': 'Port Dickson', 'addr:place': 'Teluk Kemang', 'amenity': 'doctors', 'name': 'Klinik Mesra'}","(101.8544192999996, 2.4624813000000083)",doctors,,
69,418006932,"{'amenity': 'toilets', 'is_in': 'KM184.3, Hentian Sebelah Kampung Bemban, Lebuhraya Utara-Selatan (Selatan)'}","(102.41041979999973, 2.2849005000000084)",toilets,,
70,418006933,"{'amenity': 'toilets', 'is_in': 'KM185.3, Hentian Sebelah Kampung Bemban, Lebuhraya Utara-Selatan (Utara)'}","(102.39689689999973, 2.2837262000000083)",toilets,,
71,471491370,{'amenity': 'toilets'},"(103.70645450000022, 1.3209222000000138)",toilets,,
72,471502414,{'amenity': 'toilets'},"(103.78913170000021, 1.4037537000000135)",toilets,,
73,471502562,{'amenity': 'toilets'},"(103.78959090000015, 1.4005640000000135)",toilets,,
74,512044820,"{'amenity': 'pharmacy', 'brand': 'Watsons', 'brand:wikidata': 'Q7974785', 'brand:wikipedia': 'en:Watsons', 'healthcare': 'pharmacy', 'name': 'Watsons', 'name:zh': '屈臣氏'}","(103.84005470000008, 1.3014315999999948)",pharmacy,,pharmacy
75,530272929,"{'addr:city': 'Nilai', 'amenity': 'clinic', 'name': 'Klinik Kesihatan Kuarters KLIA'}","(101.7648621999998, 2.7665440000000032)",clinic,,
76,532822066,"{'name': 'Pusat Kesihatan Salak', 'amenity': 'hospital'}","(101.74934269999967, 2.789517)",hospital,,
77,560660134,{'amenity': 'toilets'},"(103.89332129999978, 1.2950781000000013)",toilets,,
78,560660151,{'amenity': 'toilets'},"(103.92298749999978, 1.3035639000000014)",toilets,,
79,563630419,"{'fee': 'no', 'amenity': 'toilets'}","(103.81271500000007, 1.3570423999999974)",toilets,,
80,577449522,"{'name': 'Klinik Mediviron', 'amenity': 'doctors'}","(101.55606249999963, 3.05017270000001)",doctors,,
81,577502608,"{'name': 'Klinik Desa', 'is_in': 'Kampung Panjang Sari, Pagoh, Muar, Johor, Malaysia', 'amenity': 'doctors'}","(102.7558731999996, 2.110761400000009)",doctors,,
82,577512400,"{'amenity': 'pharmacy', 'name': 'Watson'}","(102.81624780000003, 2.5089975999999994)",pharmacy,,
83,577512403,"{'amenity': 'pharmacy', 'name': 'Pathlab'}","(102.81626320000002, 2.5092401999999994)",pharmacy,,
84,598841942,{'amenity': 'toilets'},"(100.45369880000065, 5.573694399999998)",toilets,,
85,598841943,{'amenity': 'toilets'},"(100.43878370000066, 5.558389299999998)",toilets,,
86,602417809,"{'amenity': 'toilets', 'wheelchair': 'yes'}","(103.93402390000072, 1.3389056000000006)",toilets,,
87,607631755,"{'name': 'Klinik Koh', 'amenity': 'doctors', 'addr:housenumber': '17'}","(101.50638799999999, 3.058531999999997)",doctors,,
88,645874629,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Guardian'}","(101.56386539999988, 3.2092447000000104)",pharmacy,,pharmacy
89,645874638,"{'amenity': 'pharmacy', 'brand': 'Watsons', 'brand:wikidata': 'Q7974785', 'brand:wikipedia': 'en:Watsons', 'healthcare': 'pharmacy', 'name': 'Watsons', 'operator': 'A.S. Watson Group', 'operator:wikidata': 'Q4647401', 'operator:wikipedia': 'en:A.S. Watson Group'}","(101.56398829999988, 3.2093019000000105)",pharmacy,,pharmacy
90,645975342,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Guardian'}","(101.56565989999987, 3.2110217000000105)",pharmacy,,pharmacy
91,657549485,"{'name': 'Klinik Desa Kampung Jijan', 'amenity': 'hospital'}","(101.77848100000011, 2.7658509000000127)",hospital,,
92,670230414,"{'amenity': 'pharmacy', 'name': 'Unity'}","(103.81070910000099, 1.2925693000000333)",pharmacy,,
93,681253966,{'amenity': 'toilets'},"(103.81338779999992, 1.2780868999999946)",toilets,,
94,686670714,{'amenity': 'toilets'},"(103.8012493999997, 1.27903879999999)",toilets,,
95,687602967,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy'}","(103.77632749999961, 1.2991161999999883)",pharmacy,,pharmacy
96,688830361,{'amenity': 'toilets'},"(103.95759449999966, 1.4054032999999884)",toilets,,
97,688830362,{'amenity': 'toilets'},"(103.97539159999965, 1.4182261999999883)",toilets,,
98,688862523,{'amenity': 'toilets'},"(103.97216299999957, 1.4028944999999893)",toilets,,
99,688979550,{'amenity': 'toilets'},"(103.98925639999956, 1.4084580999999894)",toilets,,
100,697293381,"{'name': 'Eden Dental Surgery', 'phone': '65821112', 'amenity': 'dentist'}","(103.95823199999954, 1.36886499999999)",dentist,,
101,760086162,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Ipoh Specialist Hospital'}","(101.09584819999989, 4.594383300000004)",hospital,,hospital
102,775915329,{'amenity': 'pharmacy'},"(103.81972489999995, 1.4483696999999902)",pharmacy,,
103,886025576,"{'amenity': 'hospital', 'designation': 'Adam Road Hospital', 'emergency': 'no', 'name': 'Adam Road Hospital', 'name:ja': 'アダムロード病院', 'wikidata': 'Q4679676'}","(103.81334179999982, 1.3266698999999995)",hospital,,
104,965561104,"{'amenity': 'doctors', 'name': 'Poliklinik Zulkifli', 'phone': '60355411392'}","(101.51778919999985, 3.0437169)",doctors,,
105,1005023319,"{'name': 'Columbia Asia Hospital Kota Kemuning', 'amenity': 'hospital', 'emergency': 'yes'}","(101.52894969999984, 2.9971246000000096)",hospital,,
106,1016685334,{'amenity': 'toilets'},"(101.68559419999973, 2.927732700000012)",toilets,,
107,1029132196,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy'}","(103.70624010000023, 1.3398994999999982)",pharmacy,,pharmacy
108,1067394554,"{'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Klinik Kesihatan'}","(101.57740140000004, 3.2193738999999972)",clinic,,clinic
109,1085296414,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Putra Medical Center'}","(101.56210319999995, 3.2094293999999906)",hospital,,hospital
110,1129299264,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'University Hospital', 'name:zh': '大学医院'}","(100.30284780000038, 5.359151000000004)",hospital,,hospital
111,1227111145,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Farmasi Alychem'}","(101.56586140000056, 3.2108936000000305)",pharmacy,,pharmacy
112,1227111171,"{'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Klinik Kanak-Kanak Serena'}","(101.56062150000055, 3.2111750000000305)",doctors,,doctor
113,1227111178,"{'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Klinik Perwira'}","(101.56473540000054, 3.2109768000000303)",clinic,,clinic
114,1227111182,"{'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Klinik Milenia'}","(101.56088430000054, 3.2102484000000304)",doctors,,doctor
115,1227111206,"{'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Poliklinik dan Pusat Rawatan Mutiara'}","(101.56056240000055, 3.2104198000000306)",doctors,,doctor
116,1227111218,"{'amenity': 'dentist', 'healthcare': 'dentist', 'name': 'Klinik Pergigian Sharifah'}","(101.56614630000055, 3.2102270000000304)",dentist,,dentist
117,1227111229,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Farmasi Evercare'}","(101.56488570000054, 3.21050260000003)",pharmacy,,pharmacy
118,1227111297,"{'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Klinik Bandar Baru'}","(101.56239710000054, 3.20999110000003)",doctors,,doctor
119,1227111300,"{'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Poliklinik TL'}","(101.56130270000054, 3.21150150000003)",doctors,,doctor
120,1227111314,"{'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Klinik Dr Normah'}","(101.56478370000055, 3.2112235000000298)",doctors,,doctor
121,1227111402,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Farmasi Health Lane'}","(101.55724180000053, 3.2272426000000296)",pharmacy,,pharmacy
122,1244322593,{'amenity': 'toilets'},"(103.77845050000018, 1.3081646000000042)",toilets,,
123,1264546305,{'amenity': 'toilets'},"(103.95555429999987, 1.3203586000000243)",toilets,,
124,1277982336,"{'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Klinik Aw'}","(101.61813030000052, 3.202553999999979)",doctors,,doctor
125,1314763924,{'amenity': 'toilets'},"(103.93884560000028, 1.3131003000000057)",toilets,,
126,1316096706,{'amenity': 'toilets'},"(103.81689820000021, 1.2515868999999973)",toilets,,
127,1316097696,{'amenity': 'toilets'},"(103.81779080000017, 1.251113799999996)",toilets,,
128,1319904966,"{'name': 'Kinabatangan Hospital', 'amenity': 'hospital'}","(117.97851830000012, 5.563384800000016)",hospital,,
129,1339996895,"{'amenity': 'toilets', 'operator': 'Gunung Mulu National Park'}","(114.81238510000018, 4.0419498999999774)",toilets,,
130,1342939661,"{'source': 'http://en.wikipedia.org/wiki/Penang_Hill', 'amenity': 'toilets', 'designation': 'Penang Hill point 84 pit stop toilet'}","(100.28044630000026, 5.426903799999976)",toilets,,
131,1343087322,"{'amenity': 'toilets', 'designation': 'Penang Hill point 46 pit stop toilet'}","(100.28192410000028, 5.437474999999977)",toilets,,
132,1345610422,"{'amenity': 'toilets', 'designation': 'Penang Botanical Gardens public toilet'}","(100.29097140000066, 5.438611799999974)",toilets,,
133,1349431608,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'AA Pharmacy'}","(101.69010450000002, 3.066925799999999)",pharmacy,,pharmacy
134,1367489742,"{'amenity': 'toilets', 'wheelchair': 'no'}","(100.28951040000025, 5.429126300000003)",toilets,,
135,1367489953,"{'amenity': 'toilets', 'wheelchair': 'no'}","(100.29239110000022, 5.430434700000004)",toilets,,
136,1370725175,"{'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Klinik Lawrence'}","(101.80030720000039, 2.9897607999999947)",clinic,,clinic
137,1441335412,{'amenity': 'toilets'},"(103.95426140000002, 1.4074673999999896)",toilets,,
138,1450606390,"{'amenity': 'toilets', 'opening_hours': 'Mo-Su 07:00-22:00'}","(101.71478649999993, 3.1560250999999973)",toilets,,
139,1477783248,"{'amenity': 'hospital', 'name': 'Tioman clinic', 'phone': '094191880'}","(104.15825590000001, 2.81801639999998)",hospital,,
140,1522736515,"{'addr:city': 'Petaling Jaya', 'addr:place': 'PJ Old Town', 'alt_name': 'Alpha PJ Old Town', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Farmasi Alpha.com'}","(101.64825320000008, 3.086613599999997)",pharmacy,,pharmacy
141,1524270998,"{'addr:city': 'Petaling Jaya', 'addr:housenumber': 'I-19', 'addr:place': 'PJ Old Town', 'addr:postcode': '46000', 'alt_name': 'Caring Pharmacy PJ Old Town', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Caring Pharmacy', 'website': 'http://caring2u.com/store/caring-pharmacy-pj-old-town'}","(101.64639820000006, 3.0864237999999946)",pharmacy,,pharmacy
142,1527892504,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Tong Woh Pharmacy (1st Floor)'}","(101.64559890000002, 3.099720100000001)",pharmacy,,pharmacy
143,1531015633,{'amenity': 'toilets'},"(103.87045169999988, 1.3515993999999985)",toilets,,
144,1534156982,"{'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Poliklinik Mona'}","(101.66255460000013, 3.086331499999995)",clinic,,clinic
145,1534178903,"{'addr:city': 'Petaling Jaya', 'addr:place': 'Gasing Indah', 'alt_name': 'Mediviron Gasing Indah', 'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Klinik Mediviron'}","(101.66320600000013, 3.0869216999999955)",doctors,,doctor
146,1534187862,"{'name': 'Guardian', 'phone': '+607-559 9220', 'amenity': 'pharmacy', 'operator': 'GCH Retail (Malaysia) Sdn. Bhd.', 'addr:city': 'Johor Bahru', 'addr:street': 'Jalan Impian Emas 3', 'addr:postcode': '81300', 'addr:housenumber': '59'}","(103.68414790000014, 1.5402780999999959)",pharmacy,,
147,1538273522,"{'name': 'Tandas Awam Gerai Jalan 1/3', 'amenity': 'toilets'}","(101.65455090000023, 3.083117499999999)",toilets,,
148,1538290189,"{'addr:city': 'Petaling Jaya', 'addr:place': 'PJ Old Town', 'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Klinik Wu Dan Tanglim', 'opening_hours': '07:30-22:00'}","(101.64839140000021, 3.0865943999999983)",doctors,,doctor
149,1538290198,{'amenity': 'toilets'},"(101.6497284000002, 3.0860234999999983)",toilets,,
150,1538367075,"{'addr:city': 'Petaling Jaya', 'addr:place': 'PJ Old Town', 'amenity': 'doctors', 'healthcare': 'maternity', 'name': 'Klinik Pakar Wanita Joyce Thum'}","(101.64789220000023, 3.0866362)",doctors,,maternity
151,1538397848,"{'addr:city': 'Petaling Jaya', 'addr:place': 'PJ Old Town', 'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'PJ Polyclinic'}","(101.64615290000022, 3.0867761000000007)",doctors,,doctor
152,1538397872,"{'addr:city': 'Petaling Jaya', 'addr:place': 'PJ Old Town', 'amenity': 'dentist', 'healthcare': 'dentist', 'name': 'Klink Pergigian Chong', 'name:en': 'Chong Dental Surgery'}","(101.6461234000002, 3.086813600000001)",dentist,,dentist
153,1538397888,"{'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Klinik Leela Ratos'}","(101.64589810000022, 3.087006400000001)",doctors,,doctor
154,1538397895,"{'addr:city': 'Petaling Jaya', 'addr:place': 'PJ Old Town', 'alt_name': 'Mediviron PJ Old Town', 'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Klinik Mediviron'}","(101.64862730000023, 3.0869249000000005)",doctors,,doctor
155,1543756676,"{'addr:housenumber': '136', 'addr:postcode': '55100', 'addr:street': 'Jalan Imbi', 'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Ting Skin & Laser Centre'}","(101.7147876000001, 3.1456819999999754)",doctors,,doctor
156,1543871803,"{'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Klinik Yong'}","(101.71387330000007, 3.1444761999999744)",doctors,,doctor
157,1548385516,"{'addr:city': 'Petaling Jaya', 'addr:street': 'Jalan Gasing', 'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Klinik Diagnostik Gasing MediAssist4U', 'name:en': 'Gasing MediAssist4U Diagnostic Clinic'}","(101.65134569999995, 3.0951751999999857)",clinic,,clinic
158,1555216183,"{'addr:city': 'Petaling Jaya', 'addr:street': 'Jalan Barat', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Caring Pharmacy'}","(101.64124510000003, 3.100905099999932)",pharmacy,,pharmacy
159,1555504993,"{'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Daya X Ray Specialist Centre'}","(101.64165480000005, 3.1000818999999322)",doctors,,doctor
160,1555938077,{'amenity': 'toilets'},"(110.44427440000013, 1.7162870999999318)",toilets,,
