,id,tags,lonlat,amenity_name,shop,healthcare
12,309251520,"{'name': 'Farmacias del Ahorro', 'amenity': 'pharmacy', 'name:es': 'Farmacias del Ahorro', 'operator': 'Logitel'}","(-92.64059260000056, 16.730159199999946)",pharmacy,,
13,309541593,"{'name': 'Cruz Roja Mexicana', 'amenity': 'hospital', 'building': 'yes'}","(-92.64092300000057, 16.727016899999953)",hospital,,
14,312855668,{'amenity': 'toilets'},"(-92.63560919999962, 16.744865399999988)",toilets,,
15,313440767,"{'amenity': 'hospital', 'created_by': 'Potlatch 0.10f'}","(-92.95247179999942, 17.99703519999995)",hospital,,
16,315858985,"{'name': 'IMSS', 'amenity': 'hospital', 'created_by': 'Merkaartor 0.12'}","(-110.95205419999995, 29.10481410000003)",hospital,,
17,315858990,"{'name': 'IMSS', 'amenity': 'hospital', 'created_by': 'Merkaartor 0.12'}","(-110.95345969999995, 29.103932900000032)",hospital,,
18,319436637,"{'name': 'Hospital San Angel Inn', 'amenity': 'hospital', 'created_by': 'Potlatch 0.10f'}","(-99.19984099999986, 19.34035259999994)",hospital,,
19,323247345,"{'amenity': 'hospital', 'building': 'office', 'name': 'Servicios de Salud de Morelos'}","(-99.2371835, 18.91984390000002)",hospital,,
20,326264201,"{'ele': '2608.0000000', 'name': 'Restroom Area', 'amenity': 'toilets'}","(-99.79458829999997, 19.382113799999953)",toilets,,
21,331600009,"{'addr:city': 'Cd de México', 'addr:country': 'MX', 'addr:housenumber': '26', 'addr:postcode': '11000', 'addr:street': 'Acueducto Río Hondo', 'amenity': 'hospital', 'name': 'Santa Teresita'}","(-99.20635290000008, 19.422304799999992)",hospital,,
22,332364266,"{'amenity': 'pharmacy', 'name': 'Farmacia del Ahorro'}","(-99.1889425000001, 19.34437129999997)",pharmacy,,
23,337877608,"{'name': 'Farmapronto', 'amenity': 'pharmacy', 'dispensing': 'yes'}","(-101.55554549999991, 17.64084350000007)",pharmacy,,
24,337877910,"{'amenity': 'pharmacy', 'created_by': 'Potlatch 0.10f'}","(-101.55679859999991, 17.63982930000007)",pharmacy,,
25,341741666,"{'name': 'Farmacia Guadalajara', 'amenity': 'pharmacy', 'created_by': 'Potlatch 0.10f', 'description': 'Farmacia y minisuper 24 horas', 'opening_hours': '24/7'}","(-105.2421144999999, 20.696080500000043)",pharmacy,,
26,341742273,"{'name': 'Farmacia  Medisim', 'amenity': 'pharmacy', 'created_by': 'Potlatch 0.10f', 'description': 'Farmacia y consulta medica'}","(-105.2425178999999, 20.696931600000042)",pharmacy,,
27,341761489,"{'name': 'Centro de salud Las Juntas', 'amenity': 'hospital', 'created_by': 'Potlatch 0.10f', 'description': 'Unidad de Consulta Externa'}","(-105.2447494999999, 20.702592000000042)",hospital,,
28,341763765,"{'name': 'Farmacia Guadalajara', 'amenity': 'pharmacy', 'created_by': 'Potlatch 0.10f', 'description': 'Farmacia y minisuper 24 horas', 'opening_hours': '24/7'}","(-105.2096532999999, 20.71589520000004)",pharmacy,,
29,346299634,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Bellavista'}","(-99.24185360000003, 18.955728199999985)",hospital,,hospital
30,348708055,"{'name': 'Farmacia Guadalajara', 'amenity': 'pharmacy', 'colonia': 'Andrade', 'created_by': 'Potlatch 0.10f'}","(-101.67550270000022, 21.1120259999999)",pharmacy,,
31,348710390,"{'name': 'Farmacia Del Ahorro', 'Colonia': 'Andrade', 'amenity': 'pharmacy', 'created_by': 'Potlatch 0.10f'}","(-101.67521090000022, 21.111849799999902)",pharmacy,,
32,349000262,"{'name': 'IMMS 1 (Hospital De Especialidades)', 'amenity': 'hospital', 'created_by': 'Potlatch 0.10f'}","(-101.68735810000044, 21.139421499999898)",hospital,,
33,349330206,"{'name': 'Hospital Plabo De Anda', 'Colonia': 'Leon Moderno', 'amenity': 'hospital', 'created_by': 'Potlatch 0.10f'}","(-101.66774120000055, 21.111454799999922)",hospital,,
34,349331693,"{'name': 'Farmacia Guadalajara (BocaNegra)', 'Colonia': 'Leon Moderno', 'amenity': 'pharmacy', 'created_by': 'Potlatch 0.10f'}","(-101.66874540000053, 21.10611399999992)",pharmacy,,
35,350462105,"{'name': 'Inovamed', 'amenity': 'hospital'}","(-99.23696609999979, 18.940142700000038)",hospital,,
36,354087362,"{'name': 'Farmacia Guadalajara', 'Colonia': 'Santa Clara', 'amenity': 'pharmacy', 'created_by': 'Potlatch 0.10f'}","(-101.67262599999944, 21.100223400000115)",pharmacy,,
37,355786595,{'amenity': 'toilets'},"(-110.92396560000074, 28.03645780000001)",toilets,,
38,356158255,"{'name': 'Cruz Roja Mexicana', 'amenity': 'hospital', 'emergency': 'ambulance_station'}","(-98.2416702000007, 19.315880500000038)",hospital,,
39,356158382,"{'name': 'Centro de Salud', 'amenity': 'hospital'}","(-98.2467002000007, 19.293267500000038)",hospital,,
40,364459687,"{'name': 'IMSS', 'amenity': 'hospital'}","(-99.20678189999987, 19.54338389999998)",hospital,,
41,364527260,"{'name': 'Centro de Salud', 'Colonia': 'Bellavista', 'amenity': 'hospital'}","(-101.68763619999982, 21.11839439999998)",hospital,,
42,364551790,"{'name': 'Centro de Salud de Chapalita', 'Colonia': 'Chapalita', 'amenity': 'hospital'}","(-101.70287119999979, 21.12603250000001)",hospital,,
43,370481629,"{'name': 'Farmacia ISSEG', 'Colonia': 'Leon Centro', 'amenity': 'pharmacy', 'created_by': 'Potlatch 0.10f'}","(-101.68550399999998, 21.125918299999938)",pharmacy,,
44,370484658,"{'name': 'Hospital de Especialidades', 'Colonia': 'Obrera', 'amenity': 'hospital'}","(-101.68775279999998, 21.12846429999994)",hospital,,
45,380879385,{'amenity': 'toilets'},"(-99.09409620000008, 19.25106380000006)",toilets,,
46,381569460,{'amenity': 'toilets'},"(-99.23651440000008, 18.920868000000098)",toilets,,
47,382388476,{'amenity': 'toilets'},"(-98.48618840000006, 18.9133818000001)",toilets,,
48,385577819,"{'amenity': 'toilets', 'wheelchair': 'yes', 'toilets:wheelchair': 'yes'}","(-94.18958749999983, 16.369114599999893)",toilets,,
49,388350619,"{'name': '""Casa de los Alemanes"" (hist.)', 'amenity': 'pharmacy', 'addr:city': 'San Miguel de Cozumel', 'dispensing': 'no'}","(-86.9497951, 20.509765599999955)",pharmacy,,
50,389050445,"{'name': 'Centro Medico Cozumel', 'amenity': 'hospital', 'name:en': 'Cozumel Medical Center', 'wheelchair': 'yes'}","(-86.94013900000004, 20.50248539999994)",hospital,,
51,441391126,"{'name': 'IMSS', 'amenity': 'hospital', 'emergency': 'yes'}","(-92.26567119999982, 14.919818100000029)",hospital,,
52,441399126,"{'addr:city': 'Tapachula', 'amenity': 'hospital', 'emergency': 'yes', 'name': 'Hospital Regional Tapachula', 'operator': 'Hospital'}","(-92.29034749999983, 14.886267400000028)",hospital,,
53,441723781,"{'name': 'Famacia del Puerto', 'amenity': 'pharmacy'}","(-92.26300669999988, 14.909103100000024)",pharmacy,,
54,443438735,"{'name': 'Farmacias Del Ahorro', 'amenity': 'pharmacy'}","(-101.18340259999988, 20.12584380000001)",pharmacy,,
55,443471524,"{'addr:city': 'Puerto Vallarta', 'addr:housenumber': 'Sn', 'addr:postcode': '48326', 'addr:street': 'Carlos Jongitud Barrios', 'amenity': 'hospital', 'building': 'yes', 'building:levels': '2', 'contact:phone': '01 322 225 8398', 'designation': 'Clinica Hospital', 'emergency': 'yes', 'entrance': 'yes', 'healthcare': 'hospital', 'healthcare:speciality': 'general', 'name': 'ISSSTE', 'operator': 'Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado', 'parking': 'yes', 'website': 'https://www.gob.mx/issste', 'wheelchair': 'yes'}","(-105.22035259999988, 20.64664200000001)",hospital,,hospital
56,443483558,"{'name': 'Centro de Salud', 'amenity': 'hospital'}","(-105.22079639999987, 20.64963200000001)",hospital,,
57,443506001,"{'name': 'Farmacia Guadalajara', 'amenity': 'pharmacy', 'dispensing': 'yes'}","(-105.21841629999987, 20.652425700000016)",pharmacy,,
58,444674101,"{'name': 'Materno Infantil', 'amenity': 'hospital'}","(-101.71690709999974, 21.122926900000046)",hospital,,
59,444674102,"{'name': 'Similares', 'amenity': 'pharmacy'}","(-101.71665819999974, 21.122254300000044)",pharmacy,,
60,444674105,"{'name': 'Similares', 'amenity': 'pharmacy'}","(-101.71805719999975, 21.128723400000045)",pharmacy,,
61,444674107,"{'name': 'Similares', 'amenity': 'pharmacy'}","(-101.72204839999975, 21.129211700000045)",pharmacy,,
62,450723977,"{'name': 'Farmapronto', 'amenity': 'pharmacy'}","(-98.24228139999978, 19.303440600000012)",pharmacy,,
63,460432058,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Hospital Regional (PEMEX)'}","(-96.1581577999998, 19.198258499999994)",hospital,,hospital
64,471092318,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Sanatorio Durango'}","(-99.17295870000008, 19.419131100000023)",hospital,,hospital
65,473037900,"{'name': 'Farmacia Linda', 'amenity': 'pharmacy'}","(-99.17412100000007, 19.396268400000032)",pharmacy,,
66,473053018,"{'name': 'Hospital de Mexico', 'amenity': 'hospital'}","(-99.17258490000007, 19.399568000000034)",hospital,,
67,473196182,"{'amenity': 'pharmacy', 'name': 'Farmacia Benavides'}","(-99.17594530000004, 19.389160500000052)",pharmacy,,
68,473811626,"{'name': 'Centro Medico Nacional Siglo XXI', 'amenity': 'hospital', 'operator': 'IMSS'}","(-99.15318610000035, 19.408319199999966)",hospital,,
69,474727308,"{'name': 'IMSS', 'amenity': 'hospital'}","(-99.16157820000025, 19.395904799999972)",hospital,,
70,474731843,"{'name': 'Paris', 'amenity': 'pharmacy'}","(-99.16391280000025, 19.39455279999997)",pharmacy,,
71,474731844,{'amenity': 'pharmacy'},"(-99.16668560000025, 19.394827999999972)",pharmacy,,
72,474757674,{'amenity': 'pharmacy'},"(-99.17711190000027, 19.401972499999964)",pharmacy,,
73,480110841,"{'name': 'Farmacias del Ahorro', 'amenity': 'pharmacy'}","(-98.2361199000001, 19.321774200000025)",pharmacy,,
74,480110858,"{'name': 'Farmacia Luming', 'amenity': 'pharmacy'}","(-98.2403647000001, 19.319521800000025)",pharmacy,,
75,480110859,"{'name': 'Farmacia Luming', 'amenity': 'pharmacy'}","(-98.2382171000001, 19.318824900000024)",pharmacy,,
76,480110862,"{'name': 'Farmacias Similares', 'amenity': 'pharmacy'}","(-98.2360044000001, 19.322002000000023)",pharmacy,,
77,480797326,"{'name': 'Farmacia del Ahorro', 'amenity': 'pharmacy'}","(-92.91741140000022, 17.913100399999895)",pharmacy,,
78,480797355,"{'amenity': 'hospital', 'name': 'Clínica SSA'}","(-92.91784060000022, 17.911793699999894)",hospital,,
79,481473019,"{'name': 'Medica Norte', 'amenity': 'hospital'}","(-110.99278169999994, 29.127151199999663)",hospital,,
80,481474544,"{'name': 'Farmacia Benavides', 'amenity': 'pharmacy'}","(-110.98162369999994, 29.123499699999662)",pharmacy,,
81,496687174,{'amenity': 'hospital'},"(-98.92030850000032, 19.307827800000037)",hospital,,
82,496689969,{'amenity': 'pharmacy'},"(-98.92009400000032, 19.308427200000036)",pharmacy,,
83,499411527,"{'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'Hospital IMSS'}","(-96.156409, 19.199150099999958)",hospital,,hospital
84,499411552,{'amenity': 'pharmacy'},"(-96.133379, 19.167353999999957)",pharmacy,,
85,503570300,"{'name': 'IMSS 36', 'amenity': 'hospital'}","(-94.43338739999994, 18.13964579999997)",hospital,,
86,503777262,{'amenity': 'toilets'},"(-99.09224109999992, 19.35900479999995)",toilets,,
87,512734381,"{'name': 'Cruz Roja', 'amenity': 'hospital'}","(-96.13425179999984, 19.177514400000042)",hospital,,
88,516836448,{'amenity': 'hospital'},"(-113.54180649999996, 31.30850479999997)",hospital,,
89,566530970,"{'name': 'Cruz Verde', 'amenity': 'hospital'}","(-103.41592119999976, 20.63223109999999)",hospital,,
90,579251798,"{'name': 'IMSS', 'amenity': 'hospital'}","(-99.20128299999965, 19.559461900000137)",hospital,,
91,579251815,"{'name': 'IMSS', 'amenity': 'hospital'}","(-99.20128059999965, 19.559441400000136)",hospital,,
92,579258571,"{'name': 'Farmacias del Ahorro', 'amenity': 'pharmacy'}","(-99.20441580000005, 19.557065899999984)",pharmacy,,
93,581080048,"{'name': 'Star Médica', 'amenity': 'hospital'}","(-101.19188689999989, 19.682624499999957)",hospital,,
94,599906811,"{'amenity': 'hospital', 'name': 'Clínica Air'}","(-92.93606859999993, 17.99441309999999)",hospital,,
95,599906812,"{'name': 'Farmacia del Ahorro', 'amenity': 'pharmacy'}","(-92.94472989999993, 17.992254799999987)",pharmacy,,
96,611523861,"{'name': 'Guadalajara', 'amenity': 'pharmacy'}","(-103.42641280000015, 25.571085899999947)",pharmacy,,
97,612771828,"{'name': 'Farmacias Benavides', 'amenity': 'pharmacy', 'dispensing': 'yes'}","(-100.26821190000042, 25.606690399999945)",pharmacy,,
98,613856630,"{'addr:city': 'Durango', 'addr:housenumber': '233', 'addr:postcode': '34000', 'addr:street': '5 de Febrero', 'amenity': 'pharmacy', 'name': 'La Miniatura'}","(-104.66208960000029, 24.024496999999986)",pharmacy,,
99,613856632,"{'addr:city': 'Durango', 'addr:postcode': '34000', 'addr:street': '5 de Febrero', 'amenity': 'hospital', 'name': 'Hospital Materno Infantide de Durango'}","(-104.66229140000029, 24.024774399999988)",hospital,,
100,643433311,"{'name': 'Hospital de Hopelchen', 'amenity': 'hospital'}","(-89.84435139999982, 19.745332599999966)",hospital,,
101,648638165,"{'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Hospital San Ángel Inn Chapultepec'}","(-99.17298200000003, 19.42171199999999)",hospital,,hospital
102,649967221,{'amenity': 'toilets'},"(-104.68538919999999, 24.02680890000002)",toilets,,
103,651151740,{'amenity': 'pharmacy'},"(-99.15978900000005, 19.412258999999995)",pharmacy,,
104,652135170,"{'name': 'Farmacia Guadalajara', 'shop': 'chemist', 'amenity': 'pharmacy'}","(-104.62984860000009, 24.04066920000003)",pharmacy,chemist,
105,652294604,"{'addr:city': 'Durango', 'addr:housenumber': '502', 'addr:postcode': '34050', 'addr:street': 'Licenciado Armando del Castillo Franco', 'amenity': 'pharmacy', 'name': 'Farmacia Guadalajara'}","(-104.68360120000004, 24.03539380000003)",pharmacy,,
106,660529075,"{'name': 'Grupo Medico Hidalgo', 'amenity': 'doctors'}","(-99.99690209999997, 20.390706100000006)",doctors,,
107,660529105,{'amenity': 'toilets'},"(-99.99571969999997, 20.390785000000005)",toilets,,
108,660567043,{'amenity': 'doctors'},"(-99.99805209999997, 20.381179000000003)",doctors,,
109,666063464,"{'name': 'ISSSTE', 'amenity': 'hospital'}","(-99.17848830000017, 19.29555469999982)",hospital,,
110,674394132,"{'name': 'Similares', 'amenity': 'pharmacy', 'alt_name': 'Simi', 'addr:street': 'Cerro del Encinal', 'addr:postcode': '55239', 'addr:housenumber': '38'}","(-99.02049689999993, 19.493384499999966)",pharmacy,,
111,674477257,"{'name': 'Lupita', 'amenity': 'pharmacy'}","(-99.02098730000013, 19.4929837)",pharmacy,,
112,674477260,"{'name': 'Farmacia de Dios', 'amenity': 'pharmacy'}","(-99.02343350000012, 19.4945918)",pharmacy,,
113,674527315,"{'name': 'Maternidad Noyola', 'amenity': 'hospital'}","(-100.99945830000011, 22.1549495)",hospital,,
114,674890801,"{'name': 'Farmacias Similares', 'amenity': 'pharmacy'}","(-100.99897380000013, 22.149407799999988)",pharmacy,,
115,674890838,"{'name': 'Farmacia Guadalajara', 'amenity': 'pharmacy', 'wheelchair': 'no'}","(-100.98396410000014, 22.14735079999999)",pharmacy,,
116,676445123,"{'amenity': 'pharmacy', 'name': 'Farmacia del Ahorro', 'opening_hours': 'Mo-Fr 09:00-21:00'}","(-101.0112175000002, 22.149006900000103)",pharmacy,,
117,678240637,"{'name': 'Farmacia Central', 'amenity': 'pharmacy'}","(-98.88454030000038, 19.505956500000043)",pharmacy,,
118,678240848,"{'name': 'Farmacia del Ahorro', 'amenity': 'pharmacy'}","(-98.88484660000037, 19.506290300000042)",pharmacy,,
119,678934686,"{'name': 'Hospital de las Américas', 'amenity': 'hospital'}","(-101.00235970000001, 22.152052599999962)",hospital,,
120,699549261,"{'name': 'Hospital General de Ecatepec Dr. Jose Maria Rodriguez', 'amenity': 'hospital'}","(-99.03847650000023, 19.514300400000025)",hospital,,
121,700026383,"{'name': 'Farmácia Moderna', 'amenity': 'pharmacy'}","(-112.85208170000021, 31.86329790000002)",pharmacy,,
122,700161119,"{'name': 'Farmácia San Luis', 'amenity': 'pharmacy'}","(-112.8472834000001, 31.865118300000006)",pharmacy,,
123,700161121,"{'name': 'Farmácia 24 Horas', 'amenity': 'pharmacy'}","(-112.8476156000001, 31.864679400000007)",pharmacy,,
124,700231579,"{'amenity': 'hospital', 'name': 'Clínica 23 IMSS'}","(-99.09655410000006, 19.4777416)",hospital,,
125,712796069,"{'name': 'Benavides', 'amenity': 'pharmacy'}","(-110.95883589999984, 29.038025200000057)",pharmacy,,
126,735925519,"{'name': 'Farmacia Benavides', 'source': 'conocimiento local', 'amenity': 'pharmacy', 'dispensing': 'yes'}","(-101.70320780000021, 21.14963639999999)",pharmacy,,
127,739035810,"{'name': 'IMSS', 'amenity': 'hospital'}","(-99.20025170000035, 19.33688309999993)",hospital,,
128,739036171,"{'amenity': 'hospital', 'name': 'Instituto Nacional de Pediatria', 'old_name': 'Hospital Infantil de la Institución Mexicana de Asistencia a la Niñez (IMAN)', 'website': 'https://www.pediatria.gob.mx/', 'wikidata': 'Q5917569', 'wikipedia:es': 'Instituto Nacional de Pediatría'}","(-99.18519610000034, 19.306129999999925)",hospital,,
129,762936079,"{'name': 'Martin Drug Company', 'amenity': 'pharmacy'}","(-98.15549550000009, 26.188326999999955)",pharmacy,,
130,767292874,"{'name': 'Hospital Oncologia', 'amenity': 'hospital'}","(-99.15330139999995, 19.40715569999986)",hospital,,
131,767292915,"{'name': 'Hospital Pediatria', 'amenity': 'hospital'}","(-99.15197109999994, 19.407600999999858)",hospital,,
132,767295401,"{'amenity': 'hospital', 'healthcare': 'hospital', 'healthcare:speciality': 'cardiology', 'name': 'Hospital Cardiologia'}","(-99.15188519999994, 19.408835499999856)",hospital,,hospital
133,767295525,"{'name': 'Hospital Especialiadades IMSS', 'amenity': 'hospital'}","(-99.15426699999993, 19.409584299999857)",hospital,,
134,767311142,"{'name': 'Hospital Infantil ""Fedrico Gomez""', 'amenity': 'hospital'}","(-99.15132729999993, 19.410625699999855)",hospital,,
135,767323891,"{'amenity': 'hospital', 'name': 'Hospital Dermatológico Ladislao Pascua', 'operator': 'Gobierno del Distrito Federal'}","(-99.14950559999994, 19.406481299999854)",hospital,,
136,770357192,"{'name': 'Farmacia del Ahorro San Miguel', 'amenity': 'pharmacy'}","(-98.23974369999999, 18.99735839999985)",pharmacy,,
137,770375223,"{'amenity': 'pharmacy', 'name': 'Farmacia del Ahorro'}","(-98.20712689999999, 19.03697589999985)",pharmacy,,
138,770375227,"{'name': 'Farmacia del Ahorro Amalucan', 'amenity': 'pharmacy', 'website': 'http://www.fahorro.com.mx/', 'addr:street': 'Independencia', 'addr:postcode': '72320', 'addr:housenumber': '173'}","(-98.14699549999999, 19.04161069999985)",pharmacy,,
139,770375234,"{'name': 'Farmacia del Ahorro 14 Sur', 'amenity': 'pharmacy'}","(-98.20385499999999, 19.00777119999985)",pharmacy,,
140,770441372,"{'name': 'Farmacia del Ahorro', 'amenity': 'pharmacy'}","(-98.177905, 19.066949999999853)",pharmacy,,
141,770441402,"{'name': 'Farmacia del Ahorro Santa Clara', 'amenity': 'pharmacy'}","(-98.1951285, 19.050229399999857)",pharmacy,,
142,770567439,"{'amenity': 'pharmacy', 'name': 'Farmacias del Ahorro'}","(-98.22105969999998, 19.003497799999856)",pharmacy,,
143,770589001,"{'amenity': 'pharmacy', 'name': 'Farmacia del Ahorro 39 Oriente', 'opening_hours': '24/7'}","(-98.1917345, 19.02123099999986)",pharmacy,,
144,770606482,"{'name': 'Farmacia del Ahorro 105 Poniente', 'amenity': 'pharmacy'}","(-98.2347006, 18.994876599999863)",pharmacy,,
145,771166144,"{'name': 'Farmacia del Ahorro Cholula Centro', 'amenity': 'pharmacy'}","(-98.30837840000002, 19.062274699999865)",pharmacy,,
146,771166170,"{'name': 'Farmacias del Ahorro', 'amenity': 'pharmacy', 'addr:housename': 'Farmacia del Ahorro San José Mayorazgo'}","(-98.23753690000002, 19.006953399999865)",pharmacy,,
147,771201245,"{'name': 'Farmacia del Ahorro Diagonal', 'amenity': 'pharmacy'}","(-98.18297930000003, 19.065225699999864)",pharmacy,,
148,771218204,"{'amenity': 'pharmacy', 'name': 'Farmacia del Ahorro'}","(-98.19268140000003, 19.071710599999864)",pharmacy,,
149,771520005,"{'name': 'Farmacia del Ahorro Forjadores', 'amenity': 'pharmacy'}","(-98.27691330000002, 19.077102799999864)",pharmacy,,
150,801622945,"{'amenity': 'hospital', 'name': 'Hospital Angeles Interlomas', 'toilets:wheelchair': 'yes', 'wheelchair': 'yes'}","(-99.28194200000063, 19.39455800000009)",hospital,,
151,804079116,"{'name': 'Clinica Hospital del Magisterio', 'amenity': 'hospital'}","(-101.00323860000071, 25.395578100000037)",hospital,,
152,804109146,"{'amenity': 'pharmacy', 'name': 'Farmacia del Ahorro'}","(-100.99686310000072, 25.390411400000037)",pharmacy,,
153,804111164,"{'amenity': 'pharmacy', 'name': 'Farmacia Guadalajara'}","(-100.99793230000073, 25.390139900000037)",pharmacy,,
154,814874159,"{'name': 'IMSS', 'amenity': 'hospital'}","(-97.50367199999995, 25.872362999999964)",hospital,,
155,814874161,"{'name': 'ISSSTE', 'amenity': 'hospital'}","(-97.49299679999996, 25.868641499999963)",hospital,,
156,826516799,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy'}","(-100.29241529999945, 25.65098699999998)",pharmacy,,pharmacy
157,833722564,"{'name': 'Farmacias Guadalajara', 'amenity': 'pharmacy'}","(-101.67282040000038, 21.151496999999996)",pharmacy,,
158,837167439,"{'name': 'Dentix', 'phone': '+52 55 56623593;+52 55 56623597', 'amenity': 'hospital', 'addr:street': 'Av Río Mixcoac', 'addr:postcode': '03940', 'addr:housenumber': '1'}","(-99.18037650000016, 19.367360900000037)",hospital,,
159,845526631,"{'addr:housenumber': '427', 'addr:postcode': '04310', 'addr:street': 'Miguel Ángel de Quevedo', 'amenity': 'pharmacy', 'brand': 'Farmacias del Ahorro', 'brand:wikidata': 'Q62086647', 'healthcare': 'pharmacy', 'name': 'Farmacias del Ahorro', 'opening_hours': '24/7', 'operator': 'Farmacias de Ahorro'}","(-99.17096079999997, 19.345247899999986)",pharmacy,,pharmacy
160,850118082,"{'amenity': 'pharmacy', 'brand': 'Farmacia Guadalajara', 'brand:wikidata': 'Q5435609', 'brand:wikipedia': 'en:Farmacias Guadalajara', 'healthcare': 'pharmacy', 'name': 'Farmacia Guadalajara'}","(-96.18326130000047, 19.2155535)",pharmacy,,pharmacy
161,855100078,"{'name': 'Coral Dental Center', 'is_in': 'Playa del Carmen, Solidaridad, Quintana Roo, México', 'amenity': 'dentist'}","(-87.07893819999984, 20.624667000000034)",dentist,,
162,855100093,"{'name': 'SESA', 'is_in': 'Playa del Carmen, Solidaridad, Quintana Roo, México', 'amenity': 'hospital'}","(-87.07713199999984, 20.623532100000034)",hospital,,
163,855100125,"{'name': 'Farmacias Similares', 'is_in': 'Playa del Carmen, Solidaridad, Quintana Roo, México', 'amenity': 'pharmacy'}","(-87.07889999999985, 20.62464480000004)",pharmacy,,
164,855100149,"{'name': 'Farmacias Similares', 'is_in': 'Playa del Carmen, Solidaridad, Quintana Roo, México', 'amenity': 'pharmacy'}","(-87.07986729999985, 20.62521070000004)",pharmacy,,
165,855761356,"{'name': 'Santa Coleta', 'amenity': 'hospital'}","(-99.18651519999986, 19.367824000000038)",hospital,,
166,855766809,"{'name': 'Capuchinas', 'amenity': 'pharmacy'}","(-99.18142979999986, 19.367095200000037)",pharmacy,,
167,857993454,"{'name': 'Imagen Dental', 'is_in': 'Playa del Carmen, Solidaridad, Quintana Roo, México', 'amenity': 'dentist'}","(-87.07283269999999, 20.627545700000066)",dentist,,
168,858894476,"{'name': 'Flea Market', 'is_in': 'Playa del Carmen, Solidaridad, Quintana Roo, México', 'amenity': 'pharmacy'}","(-87.07552039999999, 20.62380720000007)",pharmacy,,
169,858894591,"{'name': 'Paris', 'is_in': 'Playa del Carmen, Solidaridad, Quintana Roo, México', 'amenity': 'pharmacy'}","(-87.07595239999998, 20.62314810000007)",pharmacy,,
170,858997498,"{'name': 'Yza', 'is_in': 'Playa del Carmen, Solidaridad, Quintana Roo, México', 'amenity': 'pharmacy'}","(-87.07242700000006, 20.628398000000068)",pharmacy,,
171,865041018,"{'name': 'Discount Pharmacy', 'is_in': 'Playa del Carmen, Solidaridad, Quintana Roo, México', 'amenity': 'pharmacy'}","(-87.07389769999885, 20.624274600000263)",pharmacy,,
172,865041385,"{'name': 'Drugs & Deli', 'is_in': 'Playa del Carmen, Solidaridad, Quintana Roo, México', 'amenity': 'pharmacy'}","(-87.07120419999883, 20.628162600000255)",pharmacy,,
